timestamp_sec,person_lat,person_lon,drone_lat,drone_lon,error_meters
1771590225.904605865,28.753724063,77.115618341,28.753711100,77.115625200,1.5890
1771590225.937979460,28.753723582,77.115618194,28.753711100,77.115625200,1.5469
1771590225.971352816,28.753723291,77.115617934,28.753711100,77.115625200,1.5295
1771590226.004726410,28.753722600,77.115618234,28.753711100,77.115625200,1.4479
1771590226.038099527,28.753722379,77.115618183,28.753711100,77.115625200,1.4286
1771590226.071472883,28.753721849,77.115618420,28.753711100,77.115625200,1.3658
1771590226.104846478,28.753720031,77.115620060,28.753709500,77.115626800,1.3427
1771590226.138220072,28.753719669,77.115620077,28.753709500,77.115626800,1.3070
1771590226.171593189,28.753719162,77.115620245,28.753709500,77.115626800,1.2500
1771590226.204966784,28.753718822,77.115620187,28.753709500,77.115626800,1.2207
1771590226.505328178,28.753713842,77.115623946,28.753707600,77.115628400,0.8187
1771590226.605449677,28.753710558,77.115627060,28.753705900,77.115630000,0.5920
1771590226.772317171,28.753709385,77.115628639,28.753705900,77.115630000,0.4095
1771590230.810509205,28.753697529,77.115641194,28.753699400,77.115638000,0.3745
1771590230.843882561,28.753699604,77.115640997,28.753700200,77.115637700,0.3281
1771590230.877256155,28.753699612,77.115640694,28.753700200,77.115637700,0.2991
1771590230.910629511,28.753699614,77.115640484,28.753700200,77.115637700,0.2791
1771590230.944002867,28.753699755,77.115640279,28.753700200,77.115637700,0.2562
1771590230.977376461,28.753699692,77.115640330,28.753700200,77.115637700,0.2625
1771590231.010749817,28.753699688,77.115639799,28.753700200,77.115637700,0.2124
1771590231.044123173,28.753699733,77.115639952,28.753700200,77.115637700,0.2256
1771590231.077496529,28.753700486,77.115640110,28.753700600,77.115637200,0.2839
1771590231.177616835,28.753700542,77.115639298,28.753700600,77.115637200,0.2047
1771590231.244364023,28.753699978,77.115638264,28.753700600,77.115637200,0.1247
1771590231.277737379,28.753700037,77.115638231,28.753700600,77.115637200,0.1184
1771590231.311110735,28.753699931,77.115638036,28.753700600,77.115637200,0.1103
1771590231.344484329,28.753701115,77.115638895,28.753700900,77.115636600,0.2250
1771590231.377857924,28.753701380,77.115638619,28.753700900,77.115636600,0.2039
1771590231.444604635,28.753701707,77.115638475,28.753700900,77.115636600,0.2036
1771590231.477979183,28.753701529,77.115638491,28.753700900,77.115636600,0.1972
1771590231.511352539,28.753701870,77.115638166,28.753700900,77.115636600,0.1869
1771590231.544726133,28.753702145,77.115638041,28.753700900,77.115636600,0.1973
1771590231.578099728,28.753702008,77.115636386,28.753701200,77.115635800,0.1064
1771590231.611473083,28.753702003,77.115636211,28.753701200,77.115635800,0.0978
1771590231.644846439,28.753702344,77.115636005,28.753701200,77.115635800,0.1288
1771590231.678220034,28.753702715,77.115635665,28.753701200,77.115635800,0.1690
1771590231.711593390,28.753702749,77.115635297,28.753701200,77.115635800,0.1791
1771590231.744966745,28.753703106,77.115634810,28.753701200,77.115635800,0.2329
1771590231.778340340,28.753703488,77.115634243,28.753701200,77.115635800,0.2962
1771590231.811713934,28.753704162,77.115633341,28.753701200,77.115635800,0.4074
1771590231.845087051,28.753706795,77.115630013,28.753701600,77.115634600,0.7306
1771590231.878460646,28.753707388,77.115629575,28.753701600,77.115634600,0.8089
1771590231.911834240,28.753707726,77.115629348,28.753701600,77.115634600,0.8521
1771590231.945207834,28.753707886,77.115628796,28.753701600,77.115634600,0.8993
1771590231.978580952,28.753707902,77.115628174,28.753701600,77.115634600,0.9399
1771590232.011954546,28.753708135,77.115627798,28.753701600,77.115634600,0.9837
1771590232.045328140,28.753708203,77.115627490,28.753701600,77.115634600,1.0097
1771590232.078701496,28.753710311,77.115624911,28.753702200,77.115633300,1.2175
1771590232.112074852,28.753710403,77.115624873,28.753702200,77.115633300,1.2276
1771590232.145448446,28.753710448,77.115624847,28.753702200,77.115633300,1.2329
1771590232.445810080,28.753709979,77.115625283,28.753702600,77.115632400,1.0746
1771590232.512556791,28.753710620,77.115625137,28.753702600,77.115632400,1.1387
1771590232.545930386,28.753711242,77.115624848,28.753702600,77.115632400,1.2105
1771590232.612677097,28.753714200,77.115620673,28.753703100,77.115631800,1.6432
1771590232.679423809,28.753715820,77.115619003,28.753703100,77.115631800,1.8859
1771590232.746170759,28.753716522,77.115618317,28.753703100,77.115631800,1.9887
1771590232.812917471,28.753715833,77.115619015,28.753703100,77.115631800,1.8863
1771590232.879665375,28.753716316,77.115618638,28.753703100,77.115632000,1.9638
1771590233.947615862,28.753709680,77.115622356,28.753703100,77.115632000,1.1913
1771590233.980989456,28.753709513,77.115622143,28.753703100,77.115632000,1.1966
1771590234.014362812,28.753709257,77.115621652,28.753703100,77.115632000,1.2191
1771590234.047736406,28.753708770,77.115621238,28.753703100,77.115632000,1.2240
1771590234.081109762,28.753704976,77.115629821,28.753701600,77.115634100,0.5612
1771590234.114483118,28.753704921,77.115629605,28.753701600,77.115634100,0.5731
1771590234.147856712,28.753704765,77.115629376,28.753701600,77.115634100,0.5796
1771590234.181230307,28.753704369,77.115629258,28.753701600,77.115634100,0.5635
1771590234.214603424,28.753704174,77.115629143,28.753701600,77.115634100,0.5616
1771590234.247977018,28.753703989,77.115629318,28.753701600,77.115634100,0.5365
1771590234.281351566,28.753704041,77.115629448,28.753701600,77.115634100,0.5285
1771590234.314725161,28.753703928,77.115630891,28.753701200,77.115634300,0.4500
1771590234.348098516,28.753703677,77.115631176,28.753701200,77.115634300,0.4106
1771590234.381472111,28.753703800,77.115631381,28.753701200,77.115634300,0.4057
1771590234.414845467,28.753703974,77.115631834,28.753701200,77.115634300,0.3910
1771590234.448219061,28.753704256,77.115632374,28.753701200,77.115634300,0.3882
1771590234.481592417,28.753704155,77.115632717,28.753701200,77.115634300,0.3630
1771590234.514966011,28.753704471,77.115633339,28.753701200,77.115634300,0.3756
1771590234.548339605,28.753704869,77.115634136,28.753701200,77.115634300,0.4083
1771590234.581713200,28.753702861,77.115632826,28.753701000,77.115634900,0.2893
1771590234.615086317,28.753702817,77.115633175,28.753701000,77.115634900,0.2629
1771590234.648459911,28.753702899,77.115633197,28.753701000,77.115634900,0.2686
1771590234.681833506,28.753703083,77.115633512,28.753701000,77.115634900,0.2682
1771590234.715207100,28.753703039,77.115633815,28.753701000,77.115634900,0.2502
1771590234.848701000,28.753702385,77.115633902,28.753701000,77.115635700,0.2333
1771590234.882074356,28.753702502,77.115633991,28.753701000,77.115635700,0.2359
1771590234.915447950,28.753702555,77.115634148,28.753701000,77.115635700,0.2297
1771590235.015569448,28.753702363,77.115635068,28.753701000,77.115635700,0.1636
1771590239.954847336,28.753703676,77.115633898,28.753700900,77.115636900,0.4254
1771590239.988220692,28.753703582,77.115633795,28.753700900,77.115636900,0.4250
1771590240.054967642,28.753703832,77.115634069,28.753700900,77.115636900,0.4272
1771590240.088340998,28.753703320,77.115633598,28.753700700,77.115636500,0.4061
1771590240.155087948,28.753703266,77.115633254,28.753700700,77.115636500,0.4260
1771590240.188461542,28.753703046,77.115633117,28.753700700,77.115636500,0.4205
1771590240.221834660,28.753702659,77.115632959,28.753700700,77.115636500,0.4082
1771590240.255208254,28.753702576,77.115632890,28.753700700,77.115636500,0.4091
1771590240.288581610,28.753702535,77.115632864,28.753700700,77.115636500,0.4090
1771590240.321954966,28.753702290,77.115633401,28.753700400,77.115636300,0.3522
1771590240.355328321,28.753702092,77.115633536,28.753700400,77.115636300,0.3286
1771590240.388701916,28.753702164,77.115633593,28.753700400,77.115636300,0.3288
1771590240.422075510,28.753702401,77.115633397,28.753700400,77.115636300,0.3600
1771590240.455448627,28.753702278,77.115633367,28.753700400,77.115636300,0.3541
1771590240.522195578,28.753702339,77.115633543,28.753700400,77.115636300,0.3445
1771590240.555569172,28.753701979,77.115633487,28.753700400,77.115636300,0.3256
1771590240.588943720,28.753701359,77.115633065,28.753700100,77.115636100,0.3273
1771590240.622316837,28.753701359,77.115633349,28.753700100,77.115636100,0.3025
1771590240.655690432,28.753700746,77.115633042,28.753700100,77.115636100,0.3066
1771590240.689063787,28.753700461,77.115633193,28.753700100,77.115636100,0.2862
1771590240.722437143,28.753700247,77.115633145,28.753700100,77.115636100,0.2886
1771590240.755810738,28.753699935,77.115632604,28.753700100,77.115636100,0.3413
1771590240.789184093,28.753699794,77.115632871,28.753700100,77.115636100,0.3167
1771590240.822557688,28.753699574,77.115632763,28.753700100,77.115636100,0.3305
1771590240.855930805,28.753699403,77.115634449,28.753699800,77.115635900,0.1482
1771590240.922677755,28.753699629,77.115634668,28.753699800,77.115635900,0.1216
1771590243.025207758,28.753699192,77.115635499,28.753698400,77.115636900,0.1625
1771590243.125328064,28.753698622,77.115636905,28.753698700,77.115637200,0.0300
1771590243.325562954,28.753696969,77.115639421,28.753698600,77.115637400,0.2678
1771590243.358935356,28.753696608,77.115639355,28.753698600,77.115637400,0.2922
1771590243.392308712,28.753696421,77.115639116,28.753698600,77.115637400,0.2944
1771590243.492425442,28.753696562,77.115638723,28.753698600,77.115637400,0.2607
1771590243.625914812,28.753698287,77.115633939,28.753698800,77.115637200,0.3229
1771590243.726031542,28.753699891,77.115633272,28.753698800,77.115637200,0.4016
1771590243.859520435,28.753702433,77.115629941,28.753699300,77.115637100,0.7801
1771590243.959637165,28.753702771,77.115628754,28.753699300,77.115637100,0.9005
1771590243.993009329,28.753702390,77.115628087,28.753699300,77.115637100,0.9435
1771590244.026381493,28.753702738,77.115627338,28.753699300,77.115637100,1.0255
1771590244.126498938,28.753706320,77.115627885,28.753699600,77.115637300,1.1836
1771590244.159871817,28.753706378,77.115628679,28.753699600,77.115637300,1.1289
1771590244.226619005,28.753706319,77.115629847,28.753699600,77.115637300,1.0421
1771590244.426860094,28.753704175,77.115630293,28.753700000,77.115636800,0.7860
1771590244.493607521,28.753705445,77.115628657,28.753700000,77.115636800,0.9983
1771590244.627101660,28.753712137,77.115622970,28.753700400,77.115636000,1.8211
1771590244.894091129,28.753706554,77.115627651,28.753700500,77.115635400,1.0118
1771590247.764218092,28.753696954,77.115643911,28.753697800,77.115639800,0.4117
1771590247.897710800,28.753697450,77.115642380,28.753697900,77.115639300,0.3044
1771590248.064576626,28.753697699,77.115642361,28.753697900,77.115639300,0.2993
1771590248.097949982,28.753697826,77.115641390,28.753698000,77.115638300,0.3018
1771590248.131323338,28.753697991,77.115641583,28.753698000,77.115638300,0.3201
1771590248.198070049,28.753698330,77.115641375,28.753698000,77.115638300,0.3020
1771590248.598553896,28.753700908,77.115637753,28.753698700,77.115636600,0.2700
1771590248.631927490,28.753701013,77.115637551,28.753698700,77.115636600,0.2734
1771590248.665301085,28.753701060,77.115637176,28.753698700,77.115636600,0.2684
1771590248.765421867,28.753701694,77.115637243,28.753698700,77.115636600,0.3388
1771590248.798795462,28.753701878,77.115637035,28.753698700,77.115636600,0.3559
1771590248.832169056,28.753703124,77.115635797,28.753699100,77.115636000,0.4479
1771590248.999037743,28.753703284,77.115635942,28.753699100,77.115636000,0.4652
1771590249.032411337,28.753703098,77.115636041,28.753699100,77.115636000,0.4445
1771590249.165905714,28.753702270,77.115636417,28.753699300,77.115635600,0.3397
1771590249.299400568,28.753701668,77.115636294,28.753699300,77.115635600,0.2719
1771590249.332774401,28.753701005,77.115637035,28.753699300,77.115635200,0.2607
1771590251.435317755,28.753702323,77.115636888,28.753699300,77.115635200,0.3743
1771590251.502065182,28.753702144,77.115635873,28.753699300,77.115635200,0.3230
1771590251.535438776,28.753702166,77.115635072,28.753699300,77.115635200,0.3190
1771590251.568812370,28.753702017,77.115634280,28.753699300,77.115635200,0.3152
1771590251.602185726,28.753701175,77.115632011,28.753699300,77.115635000,0.3583
1771590251.635559320,28.753701263,77.115631702,28.753699300,77.115635000,0.3886
1771590251.668932915,28.753701369,77.115631231,28.753699300,77.115635000,0.4335
1771590251.702306509,28.753701100,77.115631064,28.753699300,77.115635000,0.4328
1771590251.735680103,28.753700955,77.115630677,28.753699300,77.115635000,0.4599
1771590251.769053698,28.753700648,77.115630526,28.753699300,77.115635000,0.4611
1771590251.802428246,28.753700584,77.115630555,28.753699300,77.115635000,0.4562
1771590251.835801840,28.753700735,77.115630992,28.753699000,77.115634400,0.3842
1771590251.869175196,28.753700361,77.115631029,28.753699000,77.115634400,0.3618
1771590251.902548790,28.753700032,77.115630912,28.753699000,77.115634400,0.3589
1771590251.935922623,28.753700110,77.115631239,28.753699000,77.115634400,0.3320
1771590251.969296217,28.753700138,77.115631093,28.753699000,77.115634400,0.3464
1771590252.002669573,28.753699937,77.115631060,28.753699000,77.115634400,0.3418
1771590252.036043167,28.753699713,77.115631058,28.753699000,77.115634400,0.3353
1771590252.069416761,28.753699800,77.115631076,28.753699000,77.115634400,0.3360
1771590252.102790356,28.753699694,77.115632184,28.753698100,77.115633700,0.2308
1771590252.136163950,28.753699520,77.115631933,28.753698100,77.115633700,0.2337
1771590252.169537544,28.753699525,77.115632031,28.753698100,77.115633700,0.2271
1771590252.202911377,28.753699390,77.115631854,28.753698100,77.115633700,0.2301
1771590252.236284971,28.753699334,77.115631595,28.753698100,77.115633700,0.2468
1771590252.269658804,28.753699175,77.115631654,28.753698100,77.115633700,0.2325
1771590252.303032160,28.753699284,77.115631516,28.753698100,77.115633700,0.2503
1771590252.336405993,28.753698813,77.115631302,28.753697700,77.115633100,0.2145
1771590252.369779825,28.753699006,77.115631333,28.753697700,77.115633100,0.2254
1771590252.403153658,28.753699285,77.115631566,28.753697700,77.115633100,0.2311
1771590252.436527014,28.753699495,77.115631698,28.753697700,77.115633100,0.2419
1771590252.469900846,28.753699808,77.115631600,28.753697700,77.115633100,0.2762
1771590252.503275633,28.753700015,77.115631726,28.753697700,77.115633100,0.2902
1771590252.536649227,28.753700182,77.115631800,28.753697700,77.115633100,0.3037
1771590252.570023060,28.753700292,77.115631744,28.753697700,77.115633100,0.3171
1771590252.603396654,28.753699369,77.115630366,28.753697600,77.115632800,0.3082
1771590252.703517914,28.753700069,77.115630352,28.753697600,77.115632800,0.3638
1771590252.770265102,28.753700603,77.115630494,28.753697600,77.115632800,0.4025
1771590252.803638935,28.753700530,77.115630474,28.753697600,77.115632800,0.3969
1771590252.837012768,28.753700866,77.115629773,28.753697500,77.115632600,0.4648
1771590252.870386362,28.753700883,77.115629721,28.753697500,77.115632600,0.4693
1771590252.903760195,28.753700871,77.115629558,28.753697500,77.115632600,0.4779
1771590252.937133789,28.753701120,77.115629787,28.753697500,77.115632600,0.4870
1771590252.970507622,28.753700872,77.115629453,28.753697500,77.115632600,0.4844
1771590253.003881454,28.753700749,77.115629531,28.753697500,77.115632600,0.4690
1771590253.037255049,28.753700998,77.115629657,28.753697500,77.115632600,0.4834
1771590253.070628881,28.753700979,77.115629728,28.753697500,77.115632600,0.4775
1771590253.104002476,28.753700768,77.115629954,28.753697500,77.115632600,0.4456
1771590253.137376308,28.753700967,77.115630302,28.753697500,77.115632600,0.4459
1771590253.170749903,28.753701013,77.115630509,28.753697500,77.115632600,0.4406
1771590253.204124451,28.753700546,77.115630763,28.753697500,77.115632600,0.3831
1771590253.237498045,28.753700775,77.115630900,28.753697500,77.115632600,0.4002
1771590253.270871878,28.753700965,77.115630863,28.753697500,77.115632600,0.4208
1771590253.304245472,28.753700710,77.115630810,28.753697500,77.115632600,0.3973
1771590253.337618828,28.753700680,77.115631338,28.753697700,77.115632800,0.3607
1771590253.370992422,28.753700632,77.115631108,28.753697700,77.115632800,0.3654
1771590253.404366255,28.753700655,77.115630962,28.753697700,77.115632800,0.3743
1771590253.437739849,28.753700565,77.115630682,28.753697700,77.115632800,0.3797
1771590253.471113205,28.753700497,77.115630397,28.753697700,77.115632800,0.3894
1771590253.504486799,28.753700443,77.115630413,28.753697700,77.115632800,0.3836
1771590253.504486799,28.753701624,77.115629170,28.753697700,77.115632800,0.5618
1771590253.537860632,28.753700451,77.115630188,28.753697700,77.115632800,0.3980
1771590253.571234226,28.753700530,77.115630085,28.753697700,77.115632800,0.4112
1771590253.604607582,28.753702158,77.115630578,28.753697900,77.115632600,0.5129
1771590253.637981176,28.753702347,77.115630574,28.753697900,77.115632600,0.5324
1771590255.506905794,28.753705194,77.115632447,28.753697900,77.115632600,0.8111
1771590255.540279627,28.753704691,77.115632452,28.753697900,77.115632600,0.7553
1771590255.573652983,28.753705427,77.115628440,28.753699600,77.115630000,0.6655
1771590255.607026577,28.753705026,77.115628287,28.753699600,77.115630000,0.6260
1771590255.640400171,28.753704824,77.115628211,28.753699600,77.115630000,0.6065
1771590255.673774004,28.753704660,77.115628015,28.753699600,77.115630000,0.5950
1771590255.740520954,28.753703957,77.115627980,28.753699600,77.115630000,0.5230
1771590255.773894548,28.753703863,77.115627873,28.753699600,77.115630000,0.5174
1771590255.807268143,28.753703648,77.115628030,28.753699600,77.115630000,0.4893
1771590255.840641737,28.753703053,77.115628630,28.753699100,77.115629500,0.4477
1771590255.874015331,28.753703105,77.115628911,28.753699100,77.115629500,0.4490
1771590255.907388926,28.753702962,77.115629220,28.753699100,77.115629500,0.4303
1771590255.940762758,28.753702964,77.115629229,28.753699100,77.115629500,0.4305
1771590255.974136114,28.753703002,77.115629526,28.753699100,77.115629500,0.4339
1771590256.007510662,28.753703186,77.115629636,28.753699100,77.115629500,0.4546
1771590256.040884256,28.753703385,77.115629839,28.753699100,77.115629500,0.4776
1771590256.074258089,28.753701757,77.115628855,28.753698900,77.115629200,0.3194
1771590256.107631683,28.753701698,77.115628829,28.753698900,77.115629200,0.3132
1771590256.141005039,28.753701498,77.115628950,28.753698900,77.115629200,0.2899
1771590256.174378633,28.753701466,77.115629014,28.753698900,77.115629200,0.2859
1771590256.207752466,28.753701416,77.115629000,28.753698900,77.115629200,0.2805
1771590256.241126060,28.753701324,77.115629262,28.753698900,77.115629200,0.2696
1771590256.274499416,28.753701266,77.115629328,28.753698900,77.115629200,0.2634
1771590256.307873011,28.753701280,77.115629278,28.753698900,77.115629200,0.2647
1771590256.374620199,28.753700641,77.115629798,28.753698700,77.115629100,0.2263
1771590256.441367149,28.753700375,77.115629636,28.753698700,77.115629100,0.1934
1771590256.508114576,28.753700309,77.115629557,28.753698700,77.115629100,0.1843
1771590256.541487932,28.753700484,77.115629367,28.753698700,77.115629100,0.2001
1771590256.574861526,28.753700658,77.115628711,28.753698600,77.115628900,0.2296
1771590256.608235121,28.753700820,77.115628403,28.753698600,77.115628900,0.2515
1771590256.641608715,28.753700687,77.115628284,28.753698600,77.115628900,0.2397
1771590256.674982071,28.753700682,77.115628203,28.753698600,77.115628900,0.2412
1771590256.708356857,28.753700713,77.115628096,28.753698600,77.115628900,0.2477
1771590256.741730452,28.753700772,77.115627816,28.753698600,77.115628900,0.2637
1771590256.775104046,28.753700731,77.115627438,28.753698600,77.115628900,0.2766
1771590256.808477640,28.753700847,77.115626953,28.753698600,77.115628900,0.3138
1771590256.875224590,28.753702366,77.115625955,28.753698600,77.115628500,0.4867
1771590256.908598423,28.753702398,77.115625771,28.753698600,77.115628500,0.4991
1771590256.941972017,28.753702310,77.115625374,28.753698600,77.115628500,0.5129
1771590256.975345373,28.753702209,77.115625387,28.753698600,77.115628500,0.5031
1771590257.008718967,28.753702480,77.115625162,28.753698600,77.115628500,0.5404
1771590257.042092562,28.753702463,77.115625159,28.753698600,77.115628500,0.5391
1771590257.075466394,28.753703429,77.115624769,28.753698900,77.115628100,0.5992
1771590257.108839750,28.753703499,77.115624750,28.753698900,77.115628100,0.6067
1771590257.142213345,28.753703471,77.115624826,28.753698900,77.115628100,0.6002
1771590257.175586939,28.753703611,77.115624753,28.753698900,77.115628100,0.6172
1771590257.208960772,28.753703770,77.115624977,28.753698900,77.115628100,0.6213
1771590257.242334366,28.753703775,77.115624949,28.753698900,77.115628100,0.6231
1771590257.275707960,28.753703870,77.115624879,28.753698900,77.115628100,0.6356
1771590257.309081793,28.753703917,77.115624971,28.753698900,77.115628100,0.6358
1771590257.342455626,28.753703717,77.115623792,28.753699000,77.115627700,0.6483
1771590257.375829220,28.753703874,77.115623739,28.753699000,77.115627700,0.6655
1771590257.409203768,28.753703876,77.115623675,28.753699000,77.115627700,0.6693
1771590257.442577600,28.753703983,77.115623592,28.753699000,77.115627700,0.6836
1771590257.475951433,28.753704096,77.115623562,28.753699000,77.115627700,0.6956
1771590257.509325027,28.753704140,77.115623459,28.753699000,77.115627700,0.7055
1771590257.542698622,28.753704224,77.115623388,28.753699000,77.115627700,0.7170
1771590257.576072454,28.753704178,77.115622396,28.753699000,77.115627000,0.7301
1771590257.609446287,28.753704236,77.115622355,28.753699000,77.115627000,0.7375
1771590257.642819881,28.753704226,77.115622341,28.753699000,77.115627000,0.7375
1771590257.676193714,28.753704043,77.115621970,28.753699000,77.115627000,0.7449
1771590257.709567308,28.753704206,77.115621676,28.753699000,77.115627000,0.7774
1771590257.742941141,28.753704127,77.115621503,28.753699000,77.115627000,0.7825
1771590259.011140347,28.753707211,77.115620589,28.753699000,77.115627000,1.1064
1771590259.044514179,28.753707095,77.115621068,28.753699000,77.115627000,1.0699
1771590259.077887774,28.753709439,77.115618773,28.753701200,77.115625700,1.1381
1771590259.111261129,28.753710119,77.115618538,28.753701200,77.115625700,1.2129
1771590259.144634724,28.753709554,77.115619267,28.753701200,77.115625700,1.1207
1771590259.178008080,28.753710432,77.115618565,28.753701200,77.115625700,1.2400
1771590259.211381197,28.753709772,77.115619560,28.753701200,77.115625700,1.1255
1771590259.244753838,28.753709733,77.115619821,28.753701200,77.115625700,1.1085
1771590259.278126955,28.753709607,77.115619865,28.753701200,77.115625700,1.0942
1771590259.311499834,28.753709439,77.115620559,28.753701200,77.115626100,1.0636
1771590259.344872713,28.753709494,77.115620891,28.753701200,77.115626100,1.0528
1771590259.378245592,28.753709767,77.115620852,28.753701200,77.115626100,1.0813
1771590259.444991350,28.753709497,77.115621079,28.753701200,77.115626100,1.0444
1771590259.478364229,28.753709314,77.115621131,28.753701200,77.115626100,1.0240
1771590259.511738300,28.753709295,77.115621202,28.753701200,77.115626100,1.0189
1771590259.545111179,28.753709381,77.115621302,28.753701200,77.115626100,1.0229
1771590259.611856699,28.753709166,77.115622717,28.753701100,77.115626500,0.9698
1771590259.645229578,28.753709138,77.115623005,28.753701100,77.115626500,0.9565
1771590259.678602457,28.753709148,77.115623175,28.753701100,77.115626500,0.9518
1771590259.711975336,28.753709204,77.115623344,28.753701100,77.115626500,0.9523
1771590259.745348215,28.753709231,77.115623675,28.753701100,77.115626500,0.9451
1771590259.778720856,28.753709424,77.115623703,28.753701100,77.115626500,0.9649
1771590259.812093735,28.753709547,77.115623794,28.753701100,77.115626500,0.9756
1771590259.845466614,28.753709327,77.115623867,28.753701000,77.115626700,0.9662
1771590259.878839254,28.753709551,77.115623634,28.753701000,77.115626700,0.9967
1771590259.912212133,28.753709507,77.115623681,28.753701000,77.115626700,0.9907
1771590259.945585012,28.753709760,77.115623436,28.753701000,77.115626700,1.0248
1771590259.978957653,28.753709814,77.115623486,28.753701000,77.115626700,1.0289
1771590260.012330532,28.753709814,77.115623246,28.753701000,77.115626700,1.0363
1771590260.045703411,28.753709799,77.115623260,28.753701000,77.115626700,1.0343
1771590260.079075813,28.753710615,77.115622647,28.753701100,77.115626600,1.1260
1771590260.112448692,28.753710756,77.115622613,28.753701100,77.115626600,1.1419
1771590260.179194689,28.753710884,77.115622411,28.753701100,77.115626600,1.1621
1771590260.212568998,28.753710992,77.115622618,28.753701100,77.115626600,1.1664
1771590260.245942354,28.753711139,77.115622491,28.753701100,77.115626600,1.1860
1771590260.279315948,28.753711172,77.115622410,28.753701100,77.115626600,1.1922
1771590260.312689543,28.753711461,77.115622256,28.753701100,77.115626600,1.2274
1771590260.346062660,28.753712706,77.115621236,28.753701400,77.115626500,1.3578
1771590260.412809610,28.753713294,77.115620364,28.753701400,77.115626500,1.4515
1771590260.446183205,28.753713890,77.115619794,28.753701400,77.115626500,1.5350
1771590260.546303511,28.753715012,77.115618603,28.753701400,77.115626500,1.6981
1771590260.579676867,28.753718511,77.115615951,28.753701600,77.115626300,2.1340
1771590260.613050222,28.753718584,77.115615870,28.753701600,77.115626300,2.1449
1771590260.646423817,28.753718534,77.115615756,28.753701600,77.115626300,2.1452
1771590260.679797173,28.753718565,77.115615580,28.753701600,77.115626300,2.1566
1771590260.713170767,28.753718462,77.115615667,28.753701600,77.115626300,2.1424
1771590260.746543884,28.753718379,77.115615602,28.753701600,77.115626300,2.1374
1771590260.779917479,28.753718314,77.115615956,28.753701600,77.115626300,2.1144
1771590260.813291073,28.753718211,77.115615804,28.753701600,77.115626300,2.1116
1771590260.846664190,28.753717962,77.115616916,28.753701500,77.115626500,2.0552
1771590260.880037785,28.753717553,77.115617115,28.753701500,77.115626500,2.0058
1771590260.913412333,28.753717025,77.115617564,28.753701500,77.115626500,1.9336
1771590260.946785688,28.753716440,77.115618208,28.753701500,77.115626500,1.8475
1771590260.980159283,28.753716090,77.115618618,28.753701500,77.115626500,1.7951
1771590261.013532400,28.753715764,77.115619057,28.753701500,77.115626500,1.7442
1771590261.046905994,28.753715591,77.115619426,28.753701500,77.115626500,1.7119
1771590261.080279589,28.753712879,77.115621443,28.753701500,77.115626600,1.3615
1771590261.113652945,28.753712633,77.115621528,28.753701500,77.115626600,1.3330
1771590261.147026300,28.753712534,77.115621487,28.753701500,77.115626600,1.3243
1771590261.180399656,28.753713455,77.115620454,28.753701500,77.115626600,1.4581
1771590261.213773251,28.753712302,77.115621383,28.753701500,77.115626600,1.3044
1771590261.247146845,28.753712368,77.115621266,28.753701500,77.115626600,1.3156
1771590262.548715115,28.753705582,77.115624672,28.753701500,77.115626600,0.4913
1771590262.582088709,28.753701698,77.115630244,28.753699800,77.115629200,0.2343
1771590262.615462065,28.753701802,77.115630545,28.753699800,77.115629200,0.2584
1771590262.782329559,28.753701277,77.115631216,28.753699800,77.115629200,0.2562
1771590263.015945196,28.753699998,77.115633420,28.753699500,77.115629900,0.3476
1771590263.082692385,28.753699721,77.115633735,28.753699500,77.115630600,0.3066
1771590263.116065979,28.753699970,77.115633801,28.753699500,77.115630600,0.3163
1771590263.182812929,28.753700502,77.115633485,28.753699500,77.115630600,0.3025
1771590263.249559402,28.753700779,77.115633849,28.753699500,77.115630600,0.3472
1771590263.282932520,28.753700706,77.115633797,28.753699500,77.115630600,0.3393
1771590263.349679232,28.753700787,77.115633232,28.753699700,77.115631100,0.2404
1771590263.383052588,28.753700677,77.115632907,28.753699700,77.115631100,0.2070
1771590263.416425467,28.753700680,77.115632930,28.753699700,77.115631100,0.2091
1771590263.449798822,28.753700698,77.115632556,28.753699700,77.115631100,0.1802
1771590263.483172178,28.753700396,77.115632128,28.753699700,77.115631100,0.1267
1771590263.549918413,28.753700400,77.115631778,28.753699700,77.115631100,0.1021
1771590263.583291769,28.753701324,77.115632298,28.753699800,77.115631100,0.2058
1771590263.616665125,28.753701581,77.115632114,28.753699800,77.115631100,0.2214
1771590263.650038004,28.753701258,77.115631808,28.753699800,77.115631100,0.1762
1771590263.683411360,28.753701639,77.115631417,28.753699800,77.115631100,0.2068
1771590263.716785669,28.753701872,77.115631220,28.753699800,77.115631100,0.2307
1771590263.750158787,28.753701973,77.115630848,28.753699800,77.115631100,0.2429
1771590263.850278378,28.753703338,77.115628823,28.753699800,77.115630500,0.4261
1771590263.883651495,28.753703586,77.115628446,28.753699800,77.115630500,0.4662
1771590263.917024612,28.753703666,77.115628145,28.753699800,77.115630500,0.4874
1771590263.950397968,28.753703882,77.115628253,28.753699800,77.115630500,0.5040
1771590263.983771324,28.753703770,77.115627863,28.753699800,77.115630500,0.5109
1771590264.017144203,28.753704019,77.115627705,28.753699800,77.115630500,0.5425
1771590264.050517559,28.753704178,77.115627441,28.753699800,77.115630500,0.5709
1771590264.083890676,28.753705748,77.115625192,28.753700200,77.115629500,0.7463
